,Feature Set,person,exp_time,# shots,shot_class,precision_LDA_Ideal,precision_LDA_NoAdapted,precision_LDA_incre_gestures_labels,precision_LDA_incre_gestures_weight,precision_LDA_incre_gestures_weight_MSDA,precision_LDA_incre_samples_labels,precision_LDA_incre_samples_prob,precision_LDA_semi_gestures_labels,precision_LDA_semi_gestures_weight,precision_LDA_semi_gestures_weight_MSDA,precision_LDA_semi_samples_labels,precision_LDA_semi_samples_prob,precision_LDA_Adapted,precision_LDA_incre_gestures_labels_Adapted,precision_LDA_incre_gestures_weight_Adapted,precision_LDA_incre_gestures_weight_MSDA_Adapted,precision_LDA_incre_samples_labels_Adapted,precision_LDA_incre_samples_prob_Adapted,precision_LDA_semi_gestures_labels_Adapted,precision_LDA_semi_gestures_weight_Adapted,precision_LDA_semi_gestures_weight_MSDA_Adapted,precision_LDA_semi_samples_labels_Adapted,precision_LDA_semi_samples_prob_Adapted,precision_QDA_Ideal,precision_QDA_NoAdapted,precision_QDA_incre_gestures_labels,precision_QDA_incre_gestures_weight,precision_QDA_incre_gestures_weight_MSDA,precision_QDA_incre_samples_labels,precision_QDA_incre_samples_prob,precision_QDA_semi_gestures_labels,precision_QDA_semi_gestures_weight,precision_QDA_semi_gestures_weight_MSDA,precision_QDA_semi_samples_labels,precision_QDA_semi_samples_prob,precision_QDA_Adapted,precision_QDA_incre_gestures_labels_Adapted,precision_QDA_incre_gestures_weight_Adapted,precision_QDA_incre_gestures_weight_MSDA_Adapted,precision_QDA_incre_samples_labels_Adapted,precision_QDA_incre_samples_prob_Adapted,precision_QDA_semi_gestures_labels_Adapted,precision_QDA_semi_gestures_weight_Adapted,precision_QDA_semi_gestures_weight_MSDA_Adapted,precision_QDA_semi_samples_labels_Adapted,precision_QDA_semi_samples_prob_Adapted,recall_LDA_Ideal,recall_LDA_NoAdapted,recall_LDA_incre_gestures_labels,recall_LDA_incre_gestures_weight,recall_LDA_incre_gestures_weight_MSDA,recall_LDA_incre_samples_labels,recall_LDA_incre_samples_prob,recall_LDA_semi_gestures_labels,recall_LDA_semi_gestures_weight,recall_LDA_semi_gestures_weight_MSDA,recall_LDA_semi_samples_labels,recall_LDA_semi_samples_prob,recall_LDA_Adapted,recall_LDA_incre_gestures_labels_Adapted,recall_LDA_incre_gestures_weight_Adapted,recall_LDA_incre_gestures_weight_MSDA_Adapted,recall_LDA_incre_samples_labels_Adapted,recall_LDA_incre_samples_prob_Adapted,recall_LDA_semi_gestures_labels_Adapted,recall_LDA_semi_gestures_weight_Adapted,recall_LDA_semi_gestures_weight_MSDA_Adapted,recall_LDA_semi_samples_labels_Adapted,recall_LDA_semi_samples_prob_Adapted,recall_QDA_Ideal,recall_QDA_NoAdapted,recall_QDA_incre_gestures_labels,recall_QDA_incre_gestures_weight,recall_QDA_incre_gestures_weight_MSDA,recall_QDA_incre_samples_labels,recall_QDA_incre_samples_prob,recall_QDA_semi_gestures_labels,recall_QDA_semi_gestures_weight,recall_QDA_semi_gestures_weight_MSDA,recall_QDA_semi_samples_labels,recall_QDA_semi_samples_prob,recall_QDA_Adapted,recall_QDA_incre_gestures_labels_Adapted,recall_QDA_incre_gestures_weight_Adapted,recall_QDA_incre_gestures_weight_MSDA_Adapted,recall_QDA_incre_samples_labels_Adapted,recall_QDA_incre_samples_prob_Adapted,recall_QDA_semi_gestures_labels_Adapted,recall_QDA_semi_gestures_weight_Adapted,recall_QDA_semi_gestures_weight_MSDA_Adapted,recall_QDA_semi_samples_labels_Adapted,recall_QDA_semi_samples_prob_Adapted,AccLDA_Ideal,AccLDA_NoAdapted,AccLDA_incre_gestures_labels,AccLDA_incre_gestures_weight,AccLDA_incre_gestures_weight_MSDA,AccLDA_incre_samples_labels,AccLDA_incre_samples_prob,AccLDA_semi_gestures_labels,AccLDA_semi_gestures_weight,AccLDA_semi_gestures_weight_MSDA,AccLDA_semi_samples_labels,AccLDA_semi_samples_prob,AccLDA_Adapted,AccLDA_incre_gestures_labels_Adapted,AccLDA_incre_gestures_weight_Adapted,AccLDA_incre_gestures_weight_MSDA_Adapted,AccLDA_incre_samples_labels_Adapted,AccLDA_incre_samples_prob_Adapted,AccLDA_semi_gestures_labels_Adapted,AccLDA_semi_gestures_weight_Adapted,AccLDA_semi_gestures_weight_MSDA_Adapted,AccLDA_semi_samples_labels_Adapted,AccLDA_semi_samples_prob_Adapted,AccQDA_Ideal,AccQDA_NoAdapted,AccQDA_incre_gestures_labels,AccQDA_incre_gestures_weight,AccQDA_incre_gestures_weight_MSDA,AccQDA_incre_samples_labels,AccQDA_incre_samples_prob,AccQDA_semi_gestures_labels,AccQDA_semi_gestures_weight,AccQDA_semi_gestures_weight_MSDA,AccQDA_semi_samples_labels,AccQDA_semi_samples_prob,AccQDA_Adapted,AccQDA_incre_gestures_labels_Adapted,AccQDA_incre_gestures_weight_Adapted,AccQDA_incre_gestures_weight_MSDA_Adapted,AccQDA_incre_samples_labels_Adapted,AccQDA_incre_samples_prob_Adapted,AccQDA_semi_gestures_labels_Adapted,AccQDA_semi_gestures_weight_Adapted,AccQDA_semi_gestures_weight_MSDA_Adapted,AccQDA_semi_samples_labels_Adapted,AccQDA_semi_samples_prob_Adapted,proposed_old,proposed_1 ,proposed_2 ,seltraining_1,seltraining_2,model_EM,Nigam,unlabele Gesture,times EM,weak
0,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7887115458875016,0.7924765092032436,0.7925730467241601,0.6498262324623504,0.6558759171064487,0.6421032307890333,0.6520787746170679,21.0,1.0,0.7214570729823658
1,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7698867293087913,0.7739413051872828,0.7646737031793024,0.6886986742180461,0.6886986742180461,0.5842450765864332,0.5890075942849787,41.0,1.0,0.7214570729823658
2,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7951795597889046,0.8112369674346763,0.7741987385763933,0.8260072081348951,0.8260072081348951,0.5841163598918779,0.5872377397348436,61.0,1.0,0.7214570729823658
3,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.807150212382546,0.7993628523619514,0.7919938215986614,0.8332475222036299,0.8332475222036299,0.5887501608958682,0.598854421418458,81.0,1.0,0.7214570729823658
4,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8099498004891235,0.8123954176856738,0.8127493885957009,0.8305766507916077,0.8282275711159738,0.5927081992534432,0.6057729437508045,101.0,1.0,0.7214570729823658
5,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8127493885957009,0.8158707684386665,0.8175119062942464,0.8332797013772686,0.8310915175698288,0.5879135023812588,0.6006886343158707,121.0,1.0,0.7214570729823658
6,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.839764116546717,0.8399543451380742,0.854158079959418,0.8446466503915538,0.8446466503915538,0.8022890840493326,0.7998795218921404,21.0,1.0,0.8482609936273422
7,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8742589011128372,0.8854506832376906,0.8746393582955518,0.9039028565993469,0.9039028565993469,0.7973748454392695,0.8029865888843093,41.0,1.0,0.8482609936273422
8,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8707713769379538,0.8917599315177072,0.8913794743349925,0.9042833137820614,0.9042833137820614,0.7767350432770045,0.7828857677308899,61.0,1.0,0.8482609936273422
9,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8670619194064868,0.8821533876541644,0.8829460067848197,0.9039662661297994,0.9039662661297994,0.7731207000412162,0.7818078057131987,81.0,1.0,0.8482609936273422
10,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8792365492533528,0.8952474556925906,0.8935353983703751,0.9194381915601915,0.9194381915601915,0.7643067753083288,0.778288576773089,101.0,1.0,0.8482609936273422
11,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8763197108525411,0.8899527598998129,0.8862115976031197,0.9136362195237945,0.9136362195237945,0.7527345360007609,0.7804445008084715,121.0,1.0,0.8482609936273422
12,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8717988454534888,0.8708302661655883,0.8680407578164349,0.8632753477199644,0.8632753477199644,0.7454573631397466,0.7718027197706404,21.0,1.0,0.8276316299252257
13,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8886521250629577,0.8829568788501027,0.8934950215024602,0.8801286273294332,0.8801286273294332,0.7354228817170974,0.7578164348533571,41.0,1.0,0.8276316299252257
14,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8901243655805664,0.8906280268102746,0.8904730541242106,0.8804385727015613,0.8804385727015613,0.6938127155088916,0.7390259966680872,61.0,1.0,0.8276316299252257
15,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.889349502150246,0.8838092286234551,0.8851264964549999,0.8791987912130487,0.8791987912130487,0.6688621130525745,0.7161675254736353,81.0,1.0,0.8276316299252257
16,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8790438185269847,0.8811359497888497,0.879741195614273,0.8795087365851768,0.8795087365851768,0.65274495370191,0.7028011313006083,101.0,1.0,0.8276316299252257
17,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8801286273294332,0.8830343651931347,0.8829181356785867,0.8791213048700166,0.8791213048700166,0.6486381775212119,0.6980744643756538,121.0,1.0,0.8276316299252257
18,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9216816499206769,0.9189846641988366,0.9215230037017451,0.9255949233209941,0.9255949233209941,0.7767847699629825,0.7992596509783183,21.0,1.0,0.9031200423056583
19,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9187731359069276,0.9120042305658381,0.9163405605499736,0.9107350608143839,0.9107350608143839,0.8098889476467478,0.8208355367530408,41.0,1.0,0.9031200423056583
20,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9176097303014278,0.9098889476467478,0.9100475938656796,0.9213643574828133,0.9213643574828133,0.8328926493918561,0.8389212057112638,61.0,1.0,0.9031200423056583
21,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9112109994711792,0.9085140137493389,0.90830248545743,0.9142781597038604,0.9149127445795875,0.8058170280274987,0.8234796404019038,81.0,1.0,0.9031200423056583
22,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9110523532522475,0.9106821787414067,0.9093072448439978,0.909730301427816,0.909730301427816,0.810735060814384,0.8312004230565838,101.0,1.0,0.9031200423056583
23,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9088841882601798,0.9052882072977261,0.9050237969328397,0.9106821787414067,0.9106821787414067,0.8028027498677948,0.8230565838180857,121.0,1.0,0.9031200423056583
24,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7656514769864896,0.6548202427295626,0.760293107396382,0.7659262651705977,0.744080604534005,0.6699793908861919,0.6848179528280284,21.0,1.0,0.7304785894206549
25,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7854820242729562,0.7837416991069384,0.7876803297458209,0.6786352186855965,0.7810854133272269,0.625097320815205,0.6402564689718342,41.0,1.0,0.7304785894206549
26,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7871765514082895,0.7869933592855507,0.7943668422257842,0.6927868101671628,0.6885275933134876,0.6236775818639798,0.6301351041905198,61.0,1.0,0.7304785894206549
27,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7752690634302725,0.7739409205404167,0.7782001373940921,0.6795969773299748,0.6866956720861003,0.6084268376459813,0.6155255324021067,81.0,1.0,0.7304785894206549
28,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7759102358598581,0.783650103045569,0.7831463247080376,0.6782688344401191,0.6809251202198305,0.5998626059079459,0.6092970002289901,101.0,1.0,0.7304785894206549
29,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7708724524845432,0.7799862605907946,0.7791618960384703,0.6792305930844974,0.6792305930844974,0.6012823448591711,0.6129150446530799,121.0,1.0,0.7304785894206549
30,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6298563481602287,0.45057080940997746,0.4463483836375416,0.6500971828153973,0.5839235048367999,0.54192265588347,0.5624539219409754,21.0,1.0,0.7105739371327718
31,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7237550546234445,0.7304349768771922,0.7284466388150399,0.7870914412099819,0.7885882799758719,0.5357565738030875,0.5529143674180649,41.0,1.0,0.7105739371327718
32,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7616451821898528,0.801836420097853,0.8014789660642077,0.8066843904291683,0.8066843904291683,0.5263287236656912,0.5437769486830053,61.0,1.0,0.7105739371327718
33,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7874712361207301,0.8094099774357141,0.8061482093787002,0.8102142490114161,0.8102142490114161,0.5477089430531042,0.5601528115993833,81.0,1.0,0.7105739371327718
34,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7867786689305422,0.8030428274614061,0.8024619646567325,0.8129845177721677,0.8129845177721677,0.5435758807890798,0.5515292330376891,101.0,1.0,0.7105739371327718
